peak_chr,peak_start,peak_end,peak_width,peak_strand,peak_id,peak_annotation,gene_chr,gene_start,gene_end,gene_length,gene_strand,ncbi_id,transcript_id,dist_to_tss,gene_id,gene_symbol,peak_annotation_general,gene_type,logFC,FDR
chr3,19147501,19149500,2000,*,chr3_19147501_19149500,Promoter (<=1kb),3,19148510,19535642,387133,1,131096,ENST00000328405,0,ENSG00000183960,KCNH8,Promoter (<=1kb),protein_coding,-0.0380939862437929,0.94582992718188
chr3,21733501,21760500,27000,*,chr3_21733501_21760500,Promoter (<=1kb),3,21412218,21751210,338993,2,79750,ENST00000281523,0,ENSG00000151789,ZNF385D,Promoter (<=1kb),protein_coding,2.13276792932155,8.69623602145933e-13
chr3,46458501,46468000,9500,*,chr3_46458501_46468000,Promoter (<=1kb),3,46435645,46464905,29261,2,4057,ENST00000231751,0,ENSG00000012223,LTF,Promoter (<=1kb),protein_coding,-0.426556709700666,0.279638854669383
chr3,56313001,56513500,200500,*,chr3_56313001_56513500,Promoter (<=1kb),3,55508311,56468467,960157,2,26059,ENST00000288221,0,ENSG00000187672,ERC2,Promoter (<=1kb),protein_coding,-1.1108703982259,0.00193270226302305
chr3,58661501,58674000,12500,*,chr3_58661501_58674000,Promoter (<=1kb),3,58633946,58666774,32829,2,131177,ENST00000358781,0,ENSG00000198643,FAM3D,Promoter (<=1kb),protein_coding,-0.676647507390362,0.0608905527026019
chr3,69368501,69415500,47000,*,chr3_69368501_69415500,Promoter (<=1kb),3,69168782,69386088,217307,2,23150,ENST00000398540,0,ENSG00000114541,FRMD4B,Promoter (<=1kb),protein_coding,-0.95480068118551,0.00626330929173167
chr3,122999501,123034000,34500,*,chr3_122999501_123034000,Promoter (<=1kb),3,122909082,123027763,118682,2,54437,ENST00000357599,0,ENSG00000082684,SEMA5B,Promoter (<=1kb),protein_coding,0.862877268175529,0.0261393975692098
chr3,126355001,126364000,9000,*,chr3_126355001_126364000,Promoter (<=1kb),3,126342635,126357408,14774,2,28999,ENST00000296233,0,ENSG00000163884,KLF15,Promoter (<=1kb),protein_coding,1.98107736639628,1.93695875798289e-10
chr3,130482501,130546000,63500,*,chr3_130482501_130546000,Promoter (<=1kb),3,130517177,130677042,159866,1,131873,ENST00000358511,0,ENSG00000206384,COL6A6,Promoter (<=1kb),protein_coding,-2.18976778912743,1.1582681763100598e-12
chr3,134027001,134032500,5500,*,chr3_134027001_134032500,Promoter (<=1kb),3,133932701,134029925,97225,2,6578,ENST00000310926,0,ENSG00000174640,SLCO2A1,Promoter (<=1kb),protein_coding,1.11002461192324,3.38913929740688e-5
chr3,134651001,134664000,13000,*,chr3_134651001_134664000,Promoter (<=1kb),3,134599923,134651022,51100,2,339855,ENST00000423778,0,ENSG00000174611,KY,Promoter (<=1kb),protein_coding,-1.13016362703448,1.1240209720531e-4
chr3,141035501,141051000,15500,*,chr3_141035501_141051000,Promoter (<=1kb),3,141051347,141148611,97265,1,92369,ENST00000310546,-347,ENSG00000175093,SPSB4,Promoter (<=1kb),protein_coding,0.0311164227888,0.993862138981441
chr3,186356001,186379500,23500,*,chr3_186356001_186379500,Promoter (<=1kb),3,186147201,186362234,215034,2,1608,ENST00000265022,0,ENSG00000058866,DGKG,Promoter (<=1kb),protein_coding,0.46326928935116,0.454973971284267
chr4,605001,627000,22000,*,chr4_605001_627000,Promoter (<=1kb),4,625573,670782,45210,1,5158,ENST00000496514,0,ENSG00000133256,PDE6B,Promoter (<=1kb),protein_coding,0.51416724565488,0.239053011611435
chr4,10683001,10685500,2500,*,chr4_10683001_10685500,Promoter (<=1kb),4,10486395,10684768,198374,2,116449,ENST00000226951,0,ENSG00000109684,CLNK,Promoter (<=1kb),protein_coding,0.662784715354105,0.0417102145621442
chr4,42648501,42657500,9000,*,chr4_42648501_42657500,Promoter (<=1kb),4,42408373,42657105,248733,2,10396,ENST00000381668,0,ENSG00000124406,ATP8A1,Promoter (<=1kb),protein_coding,-0.523359179057693,0.531385339763363
chr4,53589001,53591500,2500,*,chr4_53589001_53591500,Promoter (<=1kb),4,53459301,53591486,132186,2,84708,ENST00000263925,0,ENSG00000072201,LNX1,Promoter (<=1kb),protein_coding,-0.347449877204351,0.249038313840411
chr5,13924001,13962000,38000,*,chr5_13924001_13962000,Promoter (<=1kb),5,13690328,13944688,254361,2,1767,ENST00000265104,0,ENSG00000039139,DNAH5,Promoter (<=1kb),protein_coding,-0.813135517121912,0.0179529724522232
chr5,33867001,33905000,38000,*,chr5_33867001_33905000,Promoter (<=1kb),5,33523535,33891990,368456,2,81792,ENST00000504830,0,ENSG00000151388,ADAMTS12,Promoter (<=1kb),protein_coding,-2.14517349142,1.5208619250738e-13
chr5,35181001,35235000,54000,*,chr5_35181001_35235000,Promoter (<=1kb),5,35055702,35230487,174786,2,5618,ENST00000618457,0,ENSG00000113494,PRLR,Promoter (<=1kb),protein_coding,-1.90000209536789,1.72420888866378e-10
chr5,35987501,35996500,9000,*,chr5_35987501_35996500,Promoter (<=1kb),5,35951006,35991390,40385,2,133688,ENST00000274278,0,ENSG00000145626,UGT3A1,Promoter (<=1kb),protein_coding,-1.76554103729587,5.73053241650585e-8
chr5,64501001,64539500,38500,*,chr5_64501001_64539500,Promoter (<=1kb),5,64506015,64612319,106305,1,401190,ENST00000334025,0,ENSG00000186479,RGS7BP,Promoter (<=1kb),protein_coding,-2.04244624947986,4.6283278103238703e-10
chr5,76400001,76403000,3000,*,chr5_76400001_76403000,Promoter (<=1kb),5,76403285,76708132,304848,1,10788,ENST00000274364,-285,ENSG00000145703,IQGAP2,Promoter (<=1kb),protein_coding,-0.352358198196468,0.237082355252456
chr5,112409501,112419000,9500,*,chr5_112409501_112419000,Promoter (<=1kb),5,112162619,112419277,256659,2,64097,ENST00000261486,277,ENSG00000129595,EPB41L4A,Promoter (<=1kb),protein_coding,-2.11865415027725,8.942353300336779e-11
chr5,133589001,133625000,36000,*,chr5_133589001_133625000,Promoter (<=1kb),5,133196455,133612541,416087,2,23105,ENST00000265342,0,ENSG00000053108,FSTL4,Promoter (<=1kb),protein_coding,-0.428385194225921,0.726560459107077
chr5,139790501,139813500,23000,*,chr5_139790501_139813500,Promoter (<=1kb),5,139795808,139844466,48659,1,84249,ENST00000274710,0,ENSG00000146005,PSD2,Promoter (<=1kb),protein_coding,0.971958271307672,7.0350499259382e-4
chr5,146867001,146881500,14500,*,chr5_146867001_146881500,Promoter (<=1kb),5,146580742,146878757,298016,2,5521,ENST00000394411,0,ENSG00000156475,PPP2R2B,Promoter (<=1kb),protein_coding,-1.40146387287566,2.04478406124205e-6
chr5,147753501,147783500,30000,*,chr5_147753501_147783500,Promoter (<=1kb),5,147585438,147782728,197291,2,9832,ENST00000616793,0,ENSG00000176049,JAKMIP2,Promoter (<=1kb),protein_coding,-1.9685491320714,1.3379013562551602e-9
chr5,150288001,150290500,2500,*,chr5_150288001_150290500,Promoter (<=1kb),5,150219491,150289773,70283,2,815,ENST00000671881,0,ENSG00000070808,CAMK2A,Promoter (<=1kb),protein_coding,-0.338053169482656,0.279869142983049
chr5,152396001,152407000,11000,*,chr5_152396001_152407000,Promoter (<=1kb),5,152391546,152405279,13734,2,56923,ENST00000255262,0,ENSG00000132911,NMUR2,Promoter (<=1kb),protein_coding,-0.151592377586535,0.881199109501144
chr5,156965001,156985500,20500,*,chr5_156965001_156985500,Promoter (1-2kb),5,156919292,156963226,43935,2,91937,ENST00000274532,-1775,ENSG00000145850,TIMD4,Promoter (1-2kb),protein_coding,-0.974931382525047,0.00122684594727813
chr5,159903001,159927000,24000,*,chr5_159903001_159927000,Promoter (<=1kb),5,159916482,159973012,56531,1,147,ENST00000306675,0,ENSG00000170214,ADRA1B,Promoter (<=1kb),protein_coding,0.951957398274579,0.00324630461691926
chr5,160844501,160854000,9500,*,chr5_160844501_160854000,Promoter (<=1kb),5,160563120,160852211,289092,2,23120,ENST00000327245,0,ENSG00000118322,ATP10B,Promoter (<=1kb),protein_coding,1.6084798385488699,3.58058138088231e-8
chr5,175431501,175444000,12500,*,chr5_175431501_175444000,Promoter (<=1kb),5,175440036,175444182,4147,2,1812,ENST00000393752,182,ENSG00000184845,DRD1,Promoter (<=1kb),protein_coding,-1.21332051660181,4.0165542639067e-4
chr5,179055001,179057500,2500,*,chr5_179055001_179057500,Promoter (2-3kb),5,179060373,179083977,23605,1,30832,ENST00000315475,-2873,ENSG00000177932,ZNF354C,Promoter (2-3kb),protein_coding,0.46664369927481397,0.178278366690155
chr6,55574001,55580500,6500,*,chr6_55574001_55580500,Promoter (<=1kb),6,55434373,55579192,144820,2,54511,ENST00000274901,0,ENSG00000146151,HMGCLL1,Promoter (<=1kb),protein_coding,-2.45275436219952,1.59769739978352e-13
chr6,98817001,98832500,15500,*,chr6_98817001_98832500,Promoter (2-3kb),6,98834574,98839458,4885,1,5454,ENST00000328345,-2074,ENSG00000184486,POU3F2,Promoter (2-3kb),protein_coding,-1.9471356064638,7.8117047794186e-11
chr6,107818001,107825000,7000,*,chr6_107818001_107825000,Promoter (<=1kb),6,107702154,107824313,122160,2,256380,ENST00000369020,0,ENSG00000146285,SCML4,Promoter (<=1kb),protein_coding,1.06577953806345e-5,0.999997474301633
chr6,134311001,134320000,9000,*,chr6_134311001_134320000,Promoter (<=1kb),6,134169256,134318112,148857,2,6446,ENST00000367858,0,ENSG00000118515,SGK1,Promoter (<=1kb),protein_coding,1.26520983970662,7.88393568350192e-6
chr6,135846501,135850000,3500,*,chr6_135846501_135850000,Promoter (1-2kb),6,135851701,136195574,343874,1,27115,ENST00000308191,-1701,ENSG00000171408,PDE7B,Promoter (1-2kb),protein_coding,1.02218702318549,7.3954657465214e-4
chr6,138497501,138503500,6000,*,chr6_138497501_138503500,Promoter (<=1kb),6,138422043,138499494,77452,2,57224,ENST00000343505,0,ENSG00000135540,NHSL1,Promoter (<=1kb),protein_coding,0.806177394775842,0.0296983138817733
chr6,143672001,143702500,30500,*,chr6_143672001_143702500,Promoter (<=1kb),6,143677965,143831185,153221,1,9749,ENST00000440869,0,ENSG00000112419,PHACTR2,Promoter (<=1kb),protein_coding,3.70299194137448,1.09127492187618e-21
chr7,30961001,30983500,22500,*,chr7_30961001_30983500,Promoter (<=1kb),7,30963953,30979528,15576,1,2692,ENST00000326139,0,ENSG00000106128,GHRHR,Promoter (<=1kb),protein_coding,-0.63347030860228,0.167777564166835
chr7,31030501,31053500,23000,*,chr7_31030501_31053500,Promoter (<=1kb),7,31052308,31111474,59167,1,117,ENST00000304166,0,ENSG00000078549,ADCYAP1R1,Promoter (<=1kb),protein_coding,0.94896773853992,0.00208869218866162
chr7,32014001,32082500,68500,*,chr7_32014001_32082500,Promoter (<=1kb),7,31751179,32070407,319229,2,5137,ENST00000396191,0,ENSG00000154678,PDE1C,Promoter (<=1kb),protein_coding,1.613180744587e-4,0.999788870317849
chr7,37847001,37863000,16000,*,chr7_37847001_37863000,Promoter (<=1kb),7,37848597,37900397,51801,1,51314,ENST00000199447,0,ENSG00000086288,NME8,Promoter (<=1kb),protein_coding,-1.68609162537331,4.6420546985973e-8
chr7,38628001,38641000,13000,*,chr7_38628001_38641000,Promoter (<=1kb),7,38383704,38631373,247670,2,273,ENST00000356264,0,ENSG00000078053,AMPH,Promoter (<=1kb),protein_coding,-1.81539762661094,2.0178094168891501e-10
chr7,76201001,76232500,31500,*,chr7_76201001_76232500,Promoter (<=1kb),7,76201896,76287287,85392,1,222183,ENST00000611745,0,ENSG00000177679,SRRM3,Promoter (<=1kb),protein_coding,0.653307869203581,0.408266386912414
chr7,86638001,86642000,4000,*,chr7_86638001_86642000,Promoter (1-2kb),7,86643909,86864879,220971,1,2913,ENST00000361669,-1909,ENSG00000198822,GRM3,Promoter (1-2kb),protein_coding,-1.36712384481585,2.31164129600557e-6
chr7,107659501,107661500,2000,*,chr7_107659501_107661500,Promoter (<=1kb),7,107660828,107717809,56982,1,5172,ENST00000644269,0,ENSG00000091137,SLC26A4,Promoter (<=1kb),protein_coding,0.245277950929459,0.457923553049859
chr7,142958001,142965500,7500,*,chr7_142958001_142965500,Promoter (<=1kb),7,142941114,142962363,21250,2,3792,ENST00000355265,0,ENSG00000197993,KEL,Promoter (<=1kb),protein_coding,0.734986799527491,0.0605381940733244
chr7,151159501,151168000,8500,*,chr7_151159501_151168000,Promoter (<=1kb),7,151148009,151167694,19686,2,2636,ENST00000297537,0,ENSG00000164900,GBX1,Promoter (<=1kb),protein_coding,-0.806057351579163,0.0217962905246572
chr7,159147501,159153500,6000,*,chr7_159147501_159153500,Promoter (2-3kb),7,159028175,159144867,116693,2,7434,ENST00000262178,-2634,ENSG00000106018,VIPR2,Promoter (2-3kb),protein_coding,1.16267342013886,1.5932480704967e-4
chr8,13506501,13517000,10500,*,chr8_13506501_13517000,Promoter (<=1kb),8,13083361,13514851,431491,2,10395,ENST00000276297,0,ENSG00000164741,DLC1,Promoter (<=1kb),protein_coding,1.81371021975826,2.02882751003358e-9
chr8,67713001,67755000,42000,*,chr8_67713001_67755000,Promoter (<=1kb),8,67422038,67746360,324323,2,57094,ENST00000297770,0,ENSG00000165078,CPA6,Promoter (<=1kb),protein_coding,-0.173362225119853,0.97796431773898
chr8,67932001,67994000,62000,*,chr8_67932001_67994000,Promoter (<=1kb),8,67952046,68237032,284987,1,80243,ENST00000288368,0,ENSG00000046889,PREX2,Promoter (<=1kb),protein_coding,-0.648601751164258,0.124870515941347
chr8,68304001,68332500,28500,*,chr8_68304001_68332500,Promoter (<=1kb),8,68330955,68819023,488069,1,116328,ENST00000518698,0,ENSG00000165084,C8orf34,Promoter (<=1kb),protein_coding,0.989657440697091,0.0153104733364819
chr8,71360001,71363500,3500,*,chr8_71360001_71363500,Promoter (<=1kb),8,71197433,71362069,164637,2,2138,ENST00000340726,0,ENSG00000104313,EYA1,Promoter (<=1kb),protein_coding,0.473256672965976,0.211232223611687
chr8,73985001,73988500,3500,*,chr8_73985001_73988500,Promoter (2-3kb),8,73991392,74029079,37688,1,23643,ENST00000284818,-2892,ENSG00000154589,LY96,Promoter (2-3kb),protein_coding,-0.46892119210512,0.320648616413984
chr8,81113501,81125000,11500,*,chr8_81113501_81125000,Promoter (1-2kb),8,80967810,81112068,144259,2,55824,ENST00000220597,-1433,ENSG00000076641,PAG1,Promoter (1-2kb),protein_coding,0.523519658172241,0.584226481998876
chr8,81534001,81536000,2000,*,chr8_81534001_81536000,Promoter (<=1kb),8,81524981,81533867,8887,2,646486,ENST00000360464,-134,ENSG00000197416,FABP12,Promoter (<=1kb),protein_coding,-0.398355867604507,0.192880091517054
chr8,94206501,94233500,27000,*,chr8_94206501_94233500,Promoter (<=1kb),8,94127162,94208555,81394,2,1015,ENST00000027335,0,ENSG00000079112,CDH17,Promoter (<=1kb),protein_coding,-0.34134409609817,0.628417489685497
chr8,96645001,96685000,40000,*,chr8_96645001_96685000,Promoter (<=1kb),8,96645242,97143501,498260,1,10404,ENST00000220763,0,ENSG00000104324,CPQ,Promoter (<=1kb),protein_coding,-2.0402808937594,2.7045901300824497e-12
chr8,100642501,100650000,7500,*,chr8_100642501_100650000,Promoter (<=1kb),8,100572889,100649665,76777,2,169166,ENST00000311812,0,ENSG00000174226,SNX31,Promoter (<=1kb),protein_coding,-0.766313893274694,0.0418593117690646
chr8,101782501,101796000,13500,*,chr8_101782501_101796000,Promoter (<=1kb),8,101686542,101790969,104428,2,83988,ENST00000220931,0,ENSG00000104490,NCALD,Promoter (<=1kb),protein_coding,0.0785967681458119,0.916060680957489
chr8,105309501,105319000,9500,*,chr8_105309501_105319000,Promoter (<=1kb),8,105318438,105804539,486102,1,23414,ENST00000407775,0,ENSG00000169946,ZFPM2,Promoter (<=1kb),protein_coding,-0.883976343391599,0.00418045235009415
chr8,107495501,107532000,36500,*,chr8_107495501_107532000,Promoter (<=1kb),8,107249482,107497918,248437,2,284,ENST00000517746,0,ENSG00000154188,ANGPT1,Promoter (<=1kb),protein_coding,-1.3218069176589,1.91726592700515e-5
chr8,109362001,109364500,2500,*,chr8_109362001_109364500,Promoter (<=1kb),8,109362461,109537207,174747,1,93035,ENST00000378402,0,ENSG00000205038,PKHD1L1,Promoter (<=1kb),protein_coding,-0.582140410470867,0.0457241155174812
chr8,120119501,120122500,3000,*,chr8_120119501_120122500,Promoter (2-3kb),8,120125102,120373573,248472,1,7373,ENST00000297848,-2602,ENSG00000187955,COL14A1,Promoter (2-3kb),protein_coding,-0.374697771887252,0.491336997696144
chr8,123531001,123546000,15000,*,chr8_123531001_123546000,Promoter (<=1kb),8,123497889,123541206,43318,2,114907,ENST00000517956,0,ENSG00000156804,FBXO32,Promoter (<=1kb),protein_coding,1.00691978770819,0.00109688954884088
chr8,124368501,124382000,13500,*,chr8_124368501_124382000,Promoter (<=1kb),8,124306189,124372701,66513,2,157378,ENST00000297632,0,ENSG00000164983,TMEM65,Promoter (<=1kb),protein_coding,0.383994805039556,0.647506032259824
chr8,130420001,130495500,75500,*,chr8_130420001_130495500,Promoter (<=1kb),8,130052104,130443674,391571,2,50807,ENST00000518721,0,ENSG00000153317,ASAP1,Promoter (<=1kb),protein_coding,2.65139993831132,8.680688073039659e-16
chr8,138743501,138921000,177500,*,chr8_138743501_138921000,Promoter (<=1kb),8,138588235,138914041,325807,2,169044,ENST00000303045,0,ENSG00000169436,COL22A1,Promoter (<=1kb),protein_coding,-1.63696593197553,8.995919630704131e-9
chr8,143841501,143850500,9000,*,chr8_143841501_143850500,Promoter (<=1kb),8,143833583,143840973,7391,2,340371,ENST00000442628,-528,ENSG00000185189,NRBP2,Promoter (<=1kb),protein_coding,-1.03417352981227,0.00102448302614938
chr9,33235001,33238000,3000,*,chr9_33235001_33238000,Promoter (2-3kb),9,33240167,33248567,8401,1,27290,ENST00000379721,-2167,ENSG00000122711,SPINK4,Promoter (2-3kb),protein_coding,-0.111496375705784,0.783304813703527
chr9,37640501,37672500,32000,*,chr9_37640501_37672500,Promoter (<=1kb),9,37650954,37746904,95951,1,22844,ENST00000377765,0,ENSG00000070601,FRMPD1,Promoter (<=1kb),protein_coding,0.370987938799361,0.423332945027816
chr9,69657501,69672500,15000,*,chr9_69657501_69672500,Promoter (<=1kb),9,69427532,69672371,244840,2,320,ENST00000265381,0,ENSG00000107282,APBA1,Promoter (<=1kb),protein_coding,-1.54547454325339,4.26096281576406e-8
chr9,83534501,83538500,4000,*,chr9_83534501_83538500,Promoter (<=1kb),9,83244622,83538401,293780,2,257019,ENST00000304195,0,ENSG00000172159,FRMD3,Promoter (<=1kb),protein_coding,-0.501781235759677,0.186423877413918
chr9,101014001,101038000,24000,*,chr9_101014001_101038000,Promoter (<=1kb),9,101028727,101325135,296409,1,54886,ENST00000374874,0,ENSG00000148123,PLPPR1,Promoter (<=1kb),protein_coding,-1.93429814184937,5.81452852171623e-11
chr9,101729501,101742000,12500,*,chr9_101729501_101742000,Promoter (<=1kb),9,101569352,101738647,169296,2,116443,ENST00000361820,0,ENSG00000198785,GRIN3A,Promoter (<=1kb),protein_coding,-1.09540177164081,0.00147756548169745
chr9,134633001,134642000,9000,*,chr9_134633001_134642000,Promoter (<=1kb),9,134641803,134844843,203041,1,1289,ENST00000371817,0,ENSG00000130635,COL5A1,Promoter (<=1kb),protein_coding,-0.990500559992641,0.00236300603119269
chrX,111085001,111093500,8500,*,chrX_111085001_111093500,Promoter (2-3kb),23,111096191,111227361,131171,1,5063,ENST00000372007,-2691,ENSG00000077264,PAK3,Promoter (2-3kb),protein_coding,-2.16913875061959,1.64075629987946e-10
chr17,48030501,48035000,4500,*,chr17_48030501_48035000,Promoter (<=1kb),17,48026167,48033252,7086,2,51226,ENST00000583414,0,ENSG00000005243,COPZ2,Promoter (<=1kb),protein_coding,-0.423255687305273,0.22293901131805
chr17,58312001,58318500,6500,*,chr17_58312001_58318500,Promoter (<=1kb),17,58301248,58312216,10969,2,9256,ENST00000580669,0,ENSG00000005379,TSPOAP1,Promoter (<=1kb),protein_coding,-0.210346968343555,0.583182131943261
chr11,17437501,17463500,26000,*,chr11_17437501_17463500,Promoter (<=1kb),11,17392894,17461658,68765,2,6833,ENST00000646592,0,ENSG00000006071,ABCC8,Promoter (<=1kb),protein_coding,-0.39802114229429,0.40037783716146
chr17,50598501,50611500,13000,*,chr17_50598501_50611500,Promoter (<=1kb),17,50599725,50607510,7786,1,8913,ENST00000506520,0,ENSG00000006283,CACNA1G,Promoter (<=1kb),protein_coding,-0.492336878683375,0.419555215657184
chr17,10358001,10366000,8000,*,chr17_10358001_10366000,Promoter (<=1kb),17,10300866,10364544,63679,2,8735,ENST00000621918,0,ENSG00000006788,MYH13,Promoter (<=1kb),protein_coding,-0.52889931039191,0.150085895150664
chr17,11583501,11644000,60500,*,chr17_11583501_11644000,Promoter (<=1kb),17,11598470,11612833,14364,1,1770,ENST00000579828,0,ENSG00000007174,DNAH9,Promoter (<=1kb),protein_coding,1.2782527211666,9.88161930860966e-6
chr19,3789001,3792500,3500,*,chr19_3789001_3792500,Promoter (<=1kb),19,3777970,3789347,11378,2,4145,ENST00000619596,0,ENSG00000007264,MATK,Promoter (<=1kb),protein_coding,0.0223498654243473,0.971598436837415
chr3,50499501,50504000,4500,*,chr3_50499501_50504000,Promoter (<=1kb),3,50362613,50503634,141022,2,9254,ENST00000424201,0,ENSG00000007402,CACNA2D2,Promoter (<=1kb),protein_coding,-0.38327075121944,0.492616158306369
chr8,133476501,133485500,9000,*,chr8_133476501_133485500,Promoter (<=1kb),8,133465642,133475934,10293,2,6482,ENST00000522204,-567,ENSG00000008513,ST3GAL1,Promoter (<=1kb),protein_coding,0.792614358951498,0.0369136628666292
chr12,236501,239000,2500,*,chr12_236501_239000,Promoter (<=1kb),12,223114,237241,14128,2,6540,ENST00000542379,0,ENSG00000010379,SLC6A13,Promoter (<=1kb),protein_coding,-0.0608296461483688,0.895022556549465
chr6,111849501,111862000,12500,*,chr6_111849501_111862000,Promoter (<=1kb),6,111708011,111858383,150373,2,2534,ENST00000518630,0,ENSG00000010810,FYN,Promoter (<=1kb),protein_coding,0.406235924684787,0.427611392404135
chr16,89619501,89627500,8000,*,chr16_89619501_89627500,Promoter (<=1kb),16,89620592,89638429,17838,1,1800,ENST00000393092,0,ENSG00000015413,DPEP1,Promoter (<=1kb),protein_coding,-0.763108798600989,0.0184302715154965
chr1,160113501,160120500,7000,*,chr1_160113501_160120500,Promoter (<=1kb),1,160115759,160137202,21444,1,477,ENST00000472488,0,ENSG00000018625,ATP1A2,Promoter (<=1kb),protein_coding,-0.00446566443719334,0.996009451041531
chr11,45062001,45108500,46500,*,chr11_45062001_45108500,Promoter (<=1kb),11,45095806,45224908,129103,1,56981,ENST00000530656,0,ENSG00000019485,PRDM11,Promoter (<=1kb),protein_coding,0.664742040623412,0.075376235234342
chr14,78005001,78331000,326000,*,chr14_78005001_78331000,Promoter (<=1kb),14,78170373,79861964,1691592,1,9369,ENST00000634499,0,ENSG00000021645,NRXN3,Promoter (<=1kb),protein_coding,-1.52246903154796,1.61168195947992e-7
chr11,123421001,123429500,8500,*,chr11_123421001_123429500,Promoter (<=1kb),11,123430269,123435715,5447,1,57476,ENST00000533341,-769,ENSG00000023171,GRAMD1B,Promoter (<=1kb),protein_coding,-0.526505971129374,0.142913030905979
chr19,42173001,42184500,11500,*,chr19_42173001_42184500,Promoter (<=1kb),19,42116783,42176025,59243,2,5452,ENST00000524801,0,ENSG00000028277,POU2F2,Promoter (<=1kb),protein_coding,0.89407707014502,0.00653665743432201
chr8,41879501,41897000,17500,*,chr8_41879501_41897000,Promoter (<=1kb),8,41653225,41896741,243517,2,286,ENST00000265709,0,ENSG00000029534,ANK1,Promoter (<=1kb),protein_coding,-0.435828176237477,0.405691064498052
chr1,69750501,69795500,45000,*,chr1_69750501_69795500,Promoter (<=1kb),1,69760175,70122243,362069,1,57554,ENST00000651217,0,ENSG00000033122,LRRC7,Promoter (<=1kb),protein_coding,-2.76480942330816,7.203337063581841e-17
chr8,2104001,2127500,23500,*,chr8_2104001_2127500,Promoter (<=1kb),8,2109287,2129175,19889,1,9172,ENST00000523443,0,ENSG00000036448,MYOM2,Promoter (<=1kb),protein_coding,0.960170798038632,0.00201143536937004
chr14,99717501,99719500,2000,*,chr14_99717501_99719500,Promoter (<=1kb),14,99717683,99722007,4325,1,10858,ENST00000556822,0,ENSG00000036530,CYP46A1,Promoter (<=1kb),protein_coding,-0.00585512858851646,0.99525260216195
chr5,41171001,41173500,2500,*,chr5_41171001_41173500,Promoter (<=1kb),5,41160304,41172679,12376,2,729,ENST00000473450,0,ENSG00000039537,C6,Promoter (<=1kb),protein_coding,-0.810847451474489,0.00709860975654486
chr9,115065501,115074000,8500,*,chr9_115065501_115074000,Promoter (<=1kb),9,115020580,115073780,53201,2,3371,ENST00000705191,0,ENSG00000041982,TNC,Promoter (<=1kb),protein_coding,-0.838208041482267,0.0287481425235865
chr8,132853501,132872000,18500,*,chr8_132853501_132872000,Promoter (<=1kb),8,132866958,132881895,14938,1,7038,ENST00000523901,0,ENSG00000042832,TG,Promoter (<=1kb),protein_coding,0.754013187967658,0.0342855893886068
chr8,24285001,24301000,16000,*,chr8_24285001_24301000,Promoter (<=1kb),8,24294069,24311427,17359,1,10863,ENST00000523379,0,ENSG00000042980,ADAM28,Promoter (<=1kb),protein_coding,-2.209473505845,1.54874687794811e-13
chr5,138610001,138612000,2000,*,chr5_138610001_138612000,Promoter (<=1kb),5,138610967,138810089,199123,1,1495,ENST00000517980,0,ENSG00000044115,CTNNA1,Promoter (<=1kb),protein_coding,-0.216784689668056,0.52318326970716
chr12,5932001,5956000,24000,*,chr12_5932001_5956000,Promoter (<=1kb),12,5562654,5945228,382575,2,57101,ENST00000650848,0,ENSG00000047617,ANO2,Promoter (<=1kb),protein_coding,1.04116833375764,0.00402309119212559
chr2,33127001,33141500,14500,*,chr2_33127001_33141500,Promoter (<=1kb),2,33134406,33188676,54271,1,4052,ENST00000432635,0,ENSG00000049323,LTBP1,Promoter (<=1kb),protein_coding,0.660119878250118,0.0929335620742184
chr11,11995001,11997500,2500,*,chr11_11995001_11997500,Promoter (<=1kb),11,11964615,11994719,30105,2,27122,ENST00000528188,-282,ENSG00000050165,DKK3,Promoter (<=1kb),protein_coding,-0.723361730988095,0.0218506657510263
chr12,51402501,51406000,3500,*,chr12_51402501_51406000,Promoter (<=1kb),12,51403163,51497864,94702,1,9498,ENST00000604314,0,ENSG00000050438,SLC4A8,Promoter (<=1kb),protein_coding,-0.559251840836478,0.0667062098888803
chr5,178572001,178584000,12000,*,chr5_178572001_178584000,Promoter (<=1kb),5,178237476,178577549,340074,2,91522,ENST00000680889,0,ENSG00000050767,COL23A1,Promoter (<=1kb),protein_coding,-0.528405457775742,0.602941141099954
chr14,89493001,89495500,2500,*,chr14_89493001_89495500,Promoter (<=1kb),14,89412197,89494051,81855,2,1112,ENST00000555034,0,ENSG00000053254,FOXN3,Promoter (<=1kb),protein_coding,-0.825263293038367,0.00843193234481919
chr18,23824501,23827500,3000,*,chr18_23824501_23827500,Promoter (<=1kb),18,23827404,23837312,9909,1,3909,ENST00000591749,0,ENSG00000053747,LAMA3,Promoter (<=1kb),protein_coding,-0.690218756723733,0.0326180282586867
chr11,74721501,74736000,14500,*,chr11_74721501_74736000,Promoter (<=1kb),11,74696429,74731175,34747,2,25884,ENST00000263671,0,ENSG00000054938,CHRDL2,Promoter (<=1kb),protein_coding,-0.0531672996057213,0.968314604102499
chr22,44964501,44999500,35000,*,chr22_44964501_44999500,Promoter (<=1kb),22,44916455,44969083,52629,2,112885,ENST00000460507,0,ENSG00000056487,PHF21B,Promoter (<=1kb),protein_coding,0.45724634465173303,0.463869862456816
